winner,starter,total_turns,win_direction,ab_pruning,t_tables,depth,turn_times,average_turn_time,turn_nodes,average_turn_nodes
Negamax,Negamax,7,vertical,True,True,1,"[0.005, 0.005, 0.011, 0.012]",0.01,"[19, 19, 55, 55]",37.0

Negamax,Negamax,11,lru,True,True,2,"[0.054, 0.075, 0.182, 0.194, 0.178, 0.17]",0.14,"[306, 412, 1017, 1078, 985, 945]",790.5

Negamax,Negamax,7,horizontal,True,True,3,"[0.8358, 1.9666, 1.2589, 1.1807]",1.31,"[4701, 10972, 7286, 6905]",7466.0

Negamax,Greedy,6,vertical,True,True,4,"[5.8265, 13.8469, 17.7536]",12.48,"[32010, 77129, 93310]",67483.0

Negamax,Negamax,9,vertical,True,True,1,"[0.008, 0.007, 0.0132, 0.02, 0.0259]",0.01,"[19, 19, 37, 55, 73]",40.6

Negamax,Negamax,5,vertical,True,True,2,"[0.1053, 0.176, 0.216]",0.17,"[349, 593, 722]",554.67

Negamax,Greedy,12,lru,True,True,3,"[0.8485, 2.5278, 3.1866, 2.9667, 3.5068, 1.6545]",2.45,"[2929, 8380, 10684, 10115, 12681, 9919]",9118.0

Negamax,Negamax,13,vertical,True,True,4,"[4.6043, 8.0359, 13.3431, 11.1396, 10.955, 5.3454, 3.9507]",8.2,"[25742, 44416, 74792, 64097, 64289, 32192, 25383]",47273.0

Greedy,Greedy,9,vertical,True,True,1,"[0.005, 0.009, 0.013, 0.011]",0.01,"[19, 37, 55, 55]",41.5

Greedy,Greedy,13,lru,True,True,2,"[0.057, 0.134, 0.16, 0.1494, 0.1725, 0.161]",0.14,"[352, 753, 905, 837, 983, 971]",800.17

Negamax,Negamax,11,vertical,True,True,3,"[0.422, 0.716, 1.3019, 1.8857, 3.1779, 1.246]",1.46,"[2488, 3993, 7266, 10849, 18562, 8173]",8555.17

Negamax,Greedy,8,vertical,True,True,4,"[2.2433, 8.0563, 13.6692, 13.1615]",9.28,"[13555, 44081, 76278, 75540]",52363.5

Greedy,Negamax,8,vertical,True,True,1,"[0.005, 0.008, 0.012, 0.012]",0.01,"[19, 37, 55, 55]",41.5

Negamax,Greedy,8,vertical,True,True,2,"[0.0855, 0.186, 0.219, 0.233]",0.18,"[473, 1050, 1238, 1297]",1014.5

Negamax,Greedy,6,vertical,True,True,3,"[0.7665, 1.1452, 1.8475]",1.25,"[4306, 6396, 10471]",7057.67

Negamax,Negamax,3,horizontal,True,True,4,"[2.421, 7.1956]",4.81,"[13683, 41040]",27361.5

Negamax,Negamax,7,vertical,True,True,1,"[0.008, 0.004, 0.012, 0.012]",0.01,"[37, 19, 55, 55]",41.5

Greedy,Greedy,13,lru,True,True,2,"[0.0564, 0.126, 0.158, 0.146, 0.173, 0.162]",0.14,"[343, 704, 886, 837, 983, 971]",787.33

Negamax,Negamax,7,vertical,True,True,3,"[0.371, 0.9185, 1.674, 1.5763]",1.13,"[2053, 5164, 9518, 9085]",6455.0

Negamax,Negamax,9,lrd,True,True,4,"[2.7291, 9.3476, 13.6215, 10.287, 9.7723]",9.15,"[14811, 51330, 75789, 58703, 57977]",51722.0

Greedy,Greedy,9,vertical,True,True,1,"[0.008, 0.008, 0.0114, 0.012]",0.01,"[37, 37, 55, 55]",46.0

Negamax,Negamax,5,vertical,True,True,2,"[0.0725, 0.119, 0.1341]",0.11,"[400, 677, 748]",608.33

Greedy,Negamax,4,horizontal,True,True,3,"[0.7947, 0.652]",0.72,"[4545, 3929]",4237.0

Negamax,Negamax,5,vertical,True,True,4,"[2.6907, 8.2925, 13.1683]",8.05,"[14527, 46023, 74119]",44889.67

Greedy,Greedy,7,vertical,True,True,1,"[0.0052, 0.0088, 0.0118]",0.01,"[19, 37, 55]",37.0

Negamax,Greedy,10,lru,True,True,2,"[0.087, 0.101, 0.2255, 0.247, 0.158]",0.16,"[481, 565, 1288, 1400, 945]",935.8

Negamax,Negamax,11,vertical,True,True,3,"[0.9538, 1.0822, 1.875, 1.4651, 1.4611, 1.3869]",1.37,"[5471, 6069, 10759, 8563, 8642, 8367]",7978.5

Negamax,Negamax,3,horizontal,True,True,4,"[5.089, 11.7055]",8.4,"[28583, 65829]",47206.0

